year;country_id;free_and_fair_elections;effective_power_to_govern;separation_of_powers;independent_judiciary;prosecution_of_office_abuse;performance_of_democratic_institutions;commitment_to_democratic_institutions;level_of_socioeconomic_development;socioeconomic_barriers;monetary_stability;fiscal_stability;welfare_regime;social_safety_nets;equal_opportunity;economic_performance;output_strength;sustainability;environmental_policy;education_/_r&d_policy;level_of_difficulty;structural_constraints;conflict_intensity;gni_p.c._atlas_method_rescaled;un_educ._index_rescaled;bti_stateness_&_rule_of_law;steering_capability;prioritization;implementation;policy_learning;resource_efficiency;efficient_use_of_assets;policy_coordination;anti-corruption_policy;consensus-building;consensus_on_goals;anti-democratic_actors;cleavage_/_conflict_management;civil_society_participation;reconciliation;international_cooperation;effective_use_of_support;credibility;regional_cooperation
2016;141;9.0;10.0;9.0;9.0;7.0;9.0;10.0;7.0;7.0;8.0;8.0;7.0;8.0;6.0;8.0;8.0;6.5;6.0;7.0;2.7;3.0;2.0;3.0;2.0;2.4;8.3;9.0;8.0;8.0;6.7;7.0;8.0;5.0;8.5;10.0;9.0;8.0;7.0;;8.7;9.0;8.0;9.0
2022;141;8.0;10.0;9.0;9.0;7.0;9.0;9.0;7.0;7.0;9.0;8.0;7.0;8.0;6.0;8.0;8.0;7.0;7.0;7.0;2.2;3.0;1.0;1.0;2.0;2.4;8.0;8.0;8.0;8.0;6.7;7.0;8.0;5.0;9.0;10.0;10.0;9.0;7.0;;9.0;9.0;9.0;9.0
2010;143;9.0;7.0;9.0;5.0;5.0;7.0;8.0;6.0;6.0;10.0;8.0;5.5;6.0;5.0;7.0;7.0;5.5;6.0;5.0;3.8;5.0;5.0;3.0;2.0;3.8;6.7;6.0;7.0;7.0;5.7;6.0;7.0;4.0;6.4;8.0;7.0;6.0;5.0;6.0;8.7;8.0;9.0;9.0
2018;143;7.0;6.0;7.0;5.0;4.0;6.0;7.0;6.0;6.0;9.0;6.0;5.5;6.0;5.0;6.0;6.0;5.0;5.0;5.0;5.0;6.0;7.0;3.0;3.0;4.9;5.7;6.0;6.0;5.0;4.7;5.0;6.0;3.0;5.6;8.0;5.0;5.0;5.0;5.0;7.3;7.0;7.0;8.0
2012;143;8.0;7.0;8.0;5.0;4.0;7.0;8.0;6.0;6.0;10.0;8.0;5.5;6.0;5.0;7.0;7.0;5.5;6.0;5.0;4.4;6.0;5.0;3.0;3.0;4.1;6.7;7.0;7.0;6.0;5.3;6.0;6.0;4.0;5.8;8.0;5.0;6.0;5.0;5.0;7.7;7.0;8.0;8.0
2014;143;7.0;7.0;8.0;5.0;4.0;7.0;7.0;6.0;6.0;10.0;8.0;5.5;6.0;5.0;7.0;7.0;5.5;6.0;5.0;4.5;6.0;7.0;3.0;2.0;4.3;6.7;7.0;7.0;6.0;5.3;6.0;6.0;4.0;6.0;8.0;5.0;6.0;5.0;6.0;7.7;7.0;8.0;8.0
2020;143;7.0;6.0;7.0;5.0;4.0;6.0;7.0;6.0;6.0;9.0;6.0;5.5;6.0;5.0;6.0;6.0;5.0;5.0;5.0;5.0;6.0;7.0;3.0;3.0;5.0;5.3;6.0;5.0;5.0;4.7;5.0;6.0;3.0;5.6;8.0;5.0;5.0;5.0;5.0;7.0;7.0;6.0;8.0
2016;143;7.0;6.0;7.0;5.0;4.0;6.0;7.0;6.0;6.0;10.0;7.0;5.5;6.0;5.0;6.0;6.0;5.0;5.0;5.0;5.1;6.0;7.0;3.0;4.0;4.8;6.3;7.0;6.0;6.0;4.7;5.0;6.0;3.0;5.6;8.0;5.0;5.0;5.0;5.0;7.3;7.0;7.0;8.0
2022;143;7.0;6.0;6.0;5.0;4.0;6.0;6.0;6.0;6.0;9.0;6.0;5.5;6.0;5.0;5.0;5.0;4.5;4.0;5.0;4.8;6.0;7.0;3.0;2.0;5.0;5.0;5.0;5.0;5.0;4.7;5.0;6.0;3.0;5.2;7.0;5.0;5.0;4.0;5.0;6.3;6.0;6.0;7.0
2010;147;6.0;7.0;7.0;6.0;4.0;7.0;8.0;3.0;3.0;9.0;8.0;4.5;4.0;5.0;6.0;6.0;4.0;4.0;4.0;5.3;8.0;3.0;8.0;1.0;3.9;6.3;7.0;5.0;7.0;4.7;5.0;5.0;4.0;8.0;9.0;9.0;8.0;6.0;8.0;8.7;9.0;9.0;8.0
2018;147;8.0;7.0;7.0;6.0;5.0;7.0;8.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;4.4;7.0;3.0;6.0;1.0;3.4;6.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;8.3;9.0;9.0;8.0;7.0;;8.0;7.0;8.0;9.0
2012;147;6.0;7.0;7.0;6.0;4.0;7.0;7.0;3.0;3.0;8.0;7.0;4.5;4.0;5.0;6.0;6.0;4.0;4.0;4.0;5.5;8.0;3.0;8.0;3.0;3.9;5.7;6.0;5.0;6.0;4.7;5.0;5.0;4.0;8.0;9.0;8.0;8.0;6.0;9.0;8.0;8.0;8.0;8.0
2014;147;8.0;7.0;7.0;6.0;5.0;7.0;8.0;3.0;3.0;8.0;8.0;5.5;5.0;6.0;7.0;7.0;4.5;5.0;4.0;5.1;8.0;3.0;7.0;2.0;3.6;6.7;7.0;6.0;7.0;5.0;5.0;5.0;5.0;8.0;9.0;9.0;7.0;6.0;9.0;8.3;8.0;8.0;9.0
2020;147;8.0;7.0;7.0;6.0;5.0;7.0;7.0;5.0;5.0;6.0;7.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;4.2;7.0;2.0;6.0;1.0;3.4;6.0;6.0;6.0;6.0;4.7;5.0;5.0;4.0;8.3;9.0;9.0;8.0;7.0;;8.0;7.0;7.0;10.0
2016;147;8.0;7.0;7.0;6.0;5.0;7.0;8.0;5.0;5.0;7.0;7.0;5.5;5.0;6.0;7.0;7.0;5.0;5.0;5.0;4.7;7.0;3.0;5.0;3.0;3.4;6.0;6.0;6.0;6.0;4.7;5.0;5.0;4.0;7.8;9.0;9.0;7.0;6.0;;8.0;8.0;7.0;9.0
2022;147;8.0;7.0;7.0;6.0;5.0;7.0;7.0;4.0;4.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;4.2;7.0;1.0;6.0;2.0;3.4;6.0;6.0;6.0;6.0;4.7;5.0;5.0;4.0;8.4;9.0;9.0;8.0;7.0;9.0;8.0;7.0;8.0;9.0
2010;148;9.0;9.0;7.0;6.0;5.0;7.0;9.0;6.0;6.0;9.0;8.0;7.0;7.0;7.0;7.0;7.0;5.5;6.0;5.0;3.9;6.0;2.0;5.0;2.0;3.3;6.7;7.0;6.0;7.0;5.7;5.0;7.0;5.0;8.0;10.0;9.0;7.0;6.0;8.0;8.3;9.0;8.0;8.0
2018;148;7.0;9.0;7.0;7.0;6.0;7.0;7.0;7.0;7.0;9.0;6.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;3.3;5.0;3.0;4.0;1.0;3.0;7.3;8.0;7.0;7.0;6.3;5.0;7.0;7.0;7.8;10.0;8.0;7.0;7.0;7.0;9.0;9.0;8.0;10.0
2012;148;8.0;9.0;7.0;6.0;5.0;7.0;9.0;6.0;6.0;9.0;7.0;7.0;7.0;7.0;7.0;7.0;5.5;6.0;5.0;3.6;6.0;2.0;4.0;1.0;3.4;7.0;7.0;7.0;7.0;5.7;5.0;7.0;5.0;7.8;10.0;9.0;7.0;6.0;7.0;8.3;9.0;8.0;8.0
2014;148;8.0;9.0;7.0;6.0;6.0;8.0;9.0;7.0;7.0;9.0;7.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;3.4;5.0;2.0;4.0;1.0;3.1;7.3;8.0;7.0;7.0;6.3;6.0;7.0;6.0;8.2;10.0;10.0;7.0;7.0;7.0;8.7;9.0;8.0;9.0
2020;148;6.0;9.0;6.0;7.0;6.0;7.0;6.0;7.0;7.0;9.0;6.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;3.4;5.0;3.0;4.0;1.0;3.1;7.3;8.0;7.0;7.0;6.7;5.0;8.0;7.0;7.8;10.0;8.0;7.0;7.0;7.0;9.3;9.0;9.0;10.0
2016;148;7.0;9.0;7.0;7.0;6.0;8.0;8.0;7.0;7.0;9.0;6.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;3.3;5.0;2.0;4.0;1.0;2.9;7.3;8.0;7.0;7.0;6.3;5.0;7.0;7.0;8.0;10.0;9.0;7.0;7.0;7.0;8.7;9.0;8.0;9.0
2022;148;6.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;9.0;6.0;7.0;7.0;7.0;5.0;5.0;6.0;6.0;6.0;3.2;4.0;4.0;3.0;1.0;3.4;7.3;8.0;7.0;7.0;6.3;5.0;7.0;7.0;7.0;9.0;7.0;6.0;7.0;6.0;8.7;9.0;9.0;8.0
2010;150;3.0;2.0;3.0;3.0;4.0;2.0;2.0;3.0;3.0;7.0;7.0;4.0;4.0;4.0;6.0;6.0;3.5;3.0;4.0;5.9;6.0;4.0;7.0;9.0;5.6;4.0;4.0;4.0;4.0;3.7;4.0;4.0;3.0;4.6;5.0;3.0;5.0;4.0;6.0;5.3;6.0;6.0;4.0
2018;150;3.0;2.0;2.0;2.0;4.0;2.0;2.0;3.0;3.0;8.0;7.0;4.0;4.0;4.0;6.0;6.0;5.5;6.0;5.0;5.7;6.0;4.0;7.0;6.0;6.0;4.3;5.0;4.0;4.0;3.7;4.0;4.0;3.0;4.6;5.0;3.0;5.0;4.0;6.0;6.3;7.0;6.0;6.0
2012;150;3.0;2.0;2.0;2.0;4.0;2.0;2.0;3.0;3.0;7.0;7.0;4.0;4.0;4.0;6.0;6.0;4.5;4.0;5.0;5.8;6.0;3.0;7.0;8.0;5.9;4.0;5.0;4.0;3.0;3.7;4.0;4.0;3.0;5.2;6.0;3.0;5.0;5.0;7.0;5.7;7.0;6.0;4.0
2014;150;4.0;2.0;2.0;3.0;4.0;2.0;2.0;3.0;3.0;8.0;6.0;4.0;4.0;4.0;5.0;5.0;4.0;3.0;5.0;6.0;6.0;4.0;7.0;8.0;5.8;4.3;5.0;4.0;4.0;4.0;4.0;4.0;4.0;5.2;6.0;3.0;5.0;5.0;7.0;6.3;7.0;7.0;5.0
2020;150;3.0;2.0;2.0;2.0;4.0;2.0;2.0;3.0;3.0;8.0;7.0;4.0;4.0;4.0;7.0;7.0;5.5;6.0;5.0;5.8;7.0;4.0;7.0;6.0;6.0;4.7;5.0;5.0;4.0;3.7;4.0;4.0;3.0;4.4;5.0;3.0;5.0;3.0;6.0;6.7;7.0;7.0;6.0
2016;150;4.0;2.0;2.0;2.0;4.0;2.0;2.0;3.0;3.0;8.0;6.0;4.5;4.0;5.0;6.0;6.0;5.0;5.0;5.0;5.7;6.0;4.0;6.0;7.0;6.0;4.3;5.0;4.0;4.0;3.7;4.0;4.0;3.0;5.0;6.0;3.0;5.0;4.0;7.0;6.3;7.0;7.0;5.0
2022;150;3.0;2.0;2.0;2.0;4.0;2.0;2.0;4.0;4.0;8.0;7.0;4.5;5.0;4.0;6.0;6.0;6.0;7.0;5.0;5.7;7.0;4.0;6.0;5.0;6.1;6.7;7.0;7.0;6.0;3.7;4.0;4.0;3.0;4.4;5.0;3.0;5.0;3.0;6.0;6.7;6.0;7.0;7.0
2010;151;7.0;8.0;5.0;6.0;4.0;6.0;7.0;3.0;3.0;8.0;6.0;4.0;4.0;4.0;7.0;7.0;4.0;4.0;4.0;7.1;7.0;4.0;10.0;10.0;4.5;5.7;7.0;6.0;4.0;5.0;5.0;7.0;3.0;5.4;7.0;5.0;6.0;5.0;4.0;7.7;7.0;9.0;7.0
2018;151;6.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;5.0;5.0;3.5;3.0;4.0;5.0;5.0;3.5;4.0;3.0;7.7;8.0;7.0;9.0;9.0;6.0;4.7;5.0;5.0;4.0;2.7;3.0;3.0;2.0;4.6;6.0;4.0;5.0;4.0;4.0;6.0;6.0;4.0;8.0
2012;151;7.0;7.0;4.0;5.0;4.0;6.0;6.0;3.0;3.0;7.0;6.0;4.0;4.0;4.0;5.0;5.0;4.0;4.0;4.0;7.1;7.0;4.0;10.0;10.0;4.8;5.3;6.0;6.0;4.0;4.3;4.0;6.0;3.0;5.0;6.0;5.0;6.0;5.0;3.0;7.0;7.0;7.0;7.0
2014;151;7.0;7.0;4.0;4.0;4.0;6.0;6.0;2.0;2.0;8.0;7.0;4.0;3.0;5.0;7.0;7.0;3.5;4.0;3.0;7.3;8.0;4.0;10.0;10.0;5.0;6.3;7.0;6.0;6.0;4.3;4.0;6.0;3.0;4.8;6.0;4.0;6.0;5.0;3.0;7.3;6.0;7.0;9.0
2020;151;6.0;5.0;3.0;3.0;3.0;3.0;3.0;1.0;1.0;6.0;4.0;3.5;3.0;4.0;4.0;4.0;4.0;5.0;3.0;7.5;8.0;5.0;10.0;9.0;6.0;4.7;5.0;5.0;4.0;3.3;3.0;4.0;3.0;5.0;6.0;4.0;5.0;5.0;5.0;5.7;5.0;3.0;9.0
2016;151;7.0;6.0;4.0;4.0;4.0;6.0;5.0;2.0;2.0;8.0;7.0;3.5;3.0;4.0;7.0;7.0;3.5;4.0;3.0;7.2;8.0;5.0;9.0;9.0;5.1;5.3;6.0;5.0;5.0;4.0;4.0;5.0;3.0;5.0;6.0;5.0;5.0;4.0;5.0;7.0;6.0;7.0;8.0
2022;151;3.0;3.0;2.0;3.0;3.0;3.0;3.0;1.0;1.0;6.0;4.0;3.5;3.0;4.0;4.0;4.0;4.0;5.0;3.0;7.9;8.0;7.0;10.0;9.0;6.1;4.0;4.0;4.0;4.0;3.3;3.0;4.0;3.0;5.0;6.0;4.0;5.0;5.0;5.0;5.3;5.0;4.0;7.0
2010;152;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;8.2;9.0;9.0;10.0;4.0;8.4;1.0;1.0;1.0;1.0;1.3;1.0;2.0;1.0;1.6;1.0;3.0;1.0;2.0;1.0;3.3;3.0;2.0;5.0
2018;152;7.0;3.0;4.0;3.0;2.0;2.0;3.0;2.0;2.0;4.0;3.0;2.5;3.0;2.0;6.0;6.0;3.0;3.0;3.0;8.3;9.0;9.0;8.0;8.0;7.5;3.3;3.0;3.0;4.0;3.0;3.0;3.0;3.0;4.2;4.0;4.0;4.0;5.0;4.0;6.0;6.0;6.0;6.0
2012;152;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;8.9;9.0;9.0;9.0;9.0;8.4;1.0;1.0;1.0;1.0;1.3;1.0;2.0;1.0;1.6;2.0;1.0;2.0;2.0;1.0;3.3;3.0;2.0;5.0
2014;152;4.0;3.0;4.0;2.0;1.0;2.0;2.0;2.0;2.0;4.0;2.0;1.0;1.0;1.0;3.0;3.0;2.0;3.0;1.0;8.5;9.0;8.0;9.0;8.0;8.0;3.7;3.0;3.0;5.0;2.3;2.0;2.0;3.0;4.4;4.0;5.0;5.0;4.0;4.0;6.0;6.0;5.0;7.0
2020;152;7.0;3.0;4.0;3.0;2.0;2.0;3.0;2.0;2.0;4.0;3.0;2.5;3.0;2.0;6.0;6.0;3.0;3.0;3.0;8.3;9.0;9.0;8.0;8.0;7.8;3.3;3.0;3.0;4.0;3.0;3.0;3.0;3.0;3.6;4.0;3.0;3.0;4.0;4.0;5.0;6.0;4.0;5.0
2016;152;4.0;3.0;4.0;3.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;2.5;3.0;2.0;5.0;5.0;2.5;3.0;2.0;8.4;9.0;8.0;8.0;9.0;7.5;4.0;3.0;4.0;5.0;2.7;2.0;3.0;3.0;4.4;4.0;5.0;5.0;4.0;4.0;6.3;6.0;6.0;7.0
2022;152;6.0;2.0;4.0;3.0;3.0;2.0;2.0;2.0;2.0;4.0;4.0;2.5;3.0;2.0;5.0;5.0;3.0;3.0;3.0;8.1;9.0;9.0;8.0;7.0;7.6;3.3;3.0;3.0;4.0;3.0;3.0;3.0;3.0;3.4;4.0;3.0;3.0;3.0;4.0;5.0;6.0;4.0;5.0
2010;153;7.0;8.0;7.0;8.0;7.0;8.0;8.0;3.0;3.0;8.0;8.0;6.0;6.0;6.0;7.0;7.0;5.0;6.0;4.0;4.5;6.0;5.0;5.0;4.0;2.8;6.7;7.0;7.0;6.0;6.3;6.0;7.0;6.0;6.6;9.0;9.0;6.0;5.0;4.0;8.0;8.0;8.0;8.0
2018;153;9.0;9.0;6.0;9.0;5.0;7.0;8.0;3.0;3.0;8.0;6.0;5.5;6.0;5.0;5.0;5.0;5.0;6.0;4.0;4.6;6.0;4.0;5.0;5.0;3.6;6.3;7.0;6.0;6.0;5.0;5.0;5.0;5.0;6.6;9.0;9.0;6.0;5.0;4.0;7.0;6.0;7.0;8.0
2012;153;7.0;9.0;7.0;9.0;6.0;8.0;8.0;3.0;3.0;8.0;8.0;6.0;6.0;6.0;7.0;7.0;5.0;6.0;4.0;4.5;6.0;4.0;5.0;5.0;3.1;6.7;7.0;7.0;6.0;6.3;6.0;7.0;6.0;6.8;9.0;9.0;7.0;5.0;4.0;7.7;7.0;8.0;8.0
2014;153;8.0;10.0;7.0;9.0;6.0;7.0;8.0;3.0;3.0;8.0;8.0;6.0;6.0;6.0;7.0;7.0;6.0;7.0;5.0;4.2;5.0;4.0;5.0;4.0;3.1;7.3;8.0;7.0;7.0;6.3;6.0;7.0;6.0;7.0;9.0;9.0;8.0;5.0;4.0;7.7;7.0;8.0;8.0
2020;153;9.0;9.0;6.0;9.0;5.0;7.0;8.0;3.0;3.0;8.0;5.0;6.0;6.0;6.0;4.0;4.0;4.5;5.0;4.0;4.6;6.0;4.0;5.0;5.0;3.5;5.0;6.0;5.0;4.0;4.7;4.0;5.0;5.0;6.4;8.0;9.0;6.0;5.0;4.0;7.3;7.0;7.0;8.0
2016;153;9.0;9.0;7.0;9.0;6.0;7.0;8.0;3.0;3.0;8.0;8.0;6.0;6.0;6.0;7.0;7.0;5.5;6.0;5.0;4.5;5.0;4.0;5.0;6.0;3.1;7.0;8.0;6.0;7.0;6.3;6.0;7.0;6.0;7.0;9.0;9.0;8.0;5.0;4.0;7.7;7.0;8.0;8.0
2022;153;9.0;9.0;7.0;9.0;4.0;7.0;8.0;3.0;3.0;8.0;5.0;6.0;6.0;6.0;4.0;4.0;4.0;4.0;4.0;4.6;6.0;4.0;5.0;5.0;3.5;5.0;6.0;5.0;4.0;4.3;4.0;5.0;4.0;6.4;8.0;9.0;6.0;5.0;4.0;7.3;6.0;8.0;8.0
2010;155;7.0;6.0;6.0;6.0;3.0;5.0;5.0;2.0;2.0;5.0;4.0;2.5;2.0;3.0;3.0;3.0;3.5;4.0;3.0;8.1;9.0;7.0;10.0;9.0;5.4;3.7;3.0;4.0;4.0;3.3;3.0;4.0;3.0;4.0;5.0;5.0;4.0;3.0;3.0;6.3;6.0;6.0;7.0
2018;155;7.0;5.0;5.0;5.0;3.0;5.0;5.0;2.0;2.0;4.0;7.0;2.5;2.0;3.0;5.0;5.0;3.5;4.0;3.0;7.2;9.0;6.0;9.0;6.0;6.4;3.0;3.0;3.0;3.0;2.7;3.0;2.0;3.0;4.6;5.0;6.0;5.0;4.0;3.0;5.7;6.0;4.0;7.0
2012;155;7.0;5.0;5.0;5.0;3.0;4.0;5.0;2.0;2.0;4.0;5.0;2.5;2.0;3.0;3.0;3.0;4.0;5.0;3.0;8.3;9.0;7.0;10.0;10.0;5.9;2.7;2.0;3.0;3.0;3.0;3.0;3.0;3.0;3.6;4.0;4.0;4.0;3.0;3.0;6.3;6.0;6.0;7.0
2014;155;5.0;3.0;5.0;5.0;4.0;3.0;3.0;2.0;2.0;4.0;6.0;2.5;2.0;3.0;4.0;4.0;4.0;5.0;3.0;7.7;9.0;6.0;9.0;9.0;6.0;3.3;3.0;3.0;4.0;3.0;3.0;3.0;3.0;4.8;6.0;5.0;4.0;5.0;4.0;5.7;6.0;5.0;6.0
2020;155;8.0;5.0;5.0;6.0;4.0;6.0;7.0;3.0;3.0;5.0;7.0;3.0;2.0;4.0;6.0;6.0;3.5;4.0;3.0;7.1;9.0;6.0;9.0;6.0;5.6;3.7;4.0;3.0;4.0;3.7;4.0;4.0;3.0;5.2;6.0;6.0;5.0;4.0;5.0;6.0;6.0;5.0;7.0
2016;155;7.0;6.0;5.0;5.0;3.0;5.0;5.0;2.0;2.0;4.0;7.0;2.5;2.0;3.0;5.0;5.0;4.0;5.0;3.0;7.4;9.0;6.0;9.0;7.0;6.1;3.0;3.0;3.0;3.0;2.7;3.0;2.0;3.0;5.2;6.0;6.0;6.0;5.0;3.0;6.3;6.0;6.0;7.0
2022;155;8.0;6.0;5.0;6.0;4.0;6.0;7.0;3.0;3.0;5.0;7.0;3.0;2.0;4.0;5.0;5.0;4.0;5.0;3.0;6.8;9.0;5.0;8.0;6.0;5.6;4.3;4.0;4.0;5.0;4.0;4.0;4.0;4.0;5.2;6.0;6.0;5.0;4.0;5.0;5.7;6.0;5.0;6.0
2010;159;6.0;8.0;4.0;3.0;4.0;4.0;4.0;3.0;3.0;8.0;7.0;4.0;4.0;4.0;6.0;6.0;4.5;5.0;4.0;5.5;6.0;4.0;8.0;5.0;4.8;4.0;4.0;4.0;4.0;5.0;4.0;7.0;4.0;5.4;6.0;6.0;5.0;4.0;6.0;6.3;5.0;6.0;8.0
2018;159;5.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;8.0;7.0;5.0;5.0;5.0;6.0;6.0;4.0;4.0;4.0;5.4;6.0;4.0;8.0;5.0;5.4;4.0;4.0;5.0;3.0;4.7;4.0;7.0;3.0;4.8;6.0;4.0;5.0;4.0;5.0;5.3;5.0;5.0;6.0
2012;159;6.0;8.0;4.0;3.0;3.0;4.0;4.0;3.0;3.0;8.0;8.0;4.0;4.0;4.0;6.0;6.0;4.5;5.0;4.0;5.9;6.0;4.0;8.0;7.0;5.1;4.7;5.0;5.0;4.0;5.0;4.0;7.0;4.0;5.2;6.0;5.0;5.0;4.0;6.0;6.0;5.0;6.0;7.0
2014;159;6.0;8.0;4.0;3.0;3.0;4.0;4.0;3.0;3.0;8.0;7.0;4.5;5.0;4.0;6.0;6.0;5.0;5.0;5.0;5.7;6.0;4.0;8.0;6.0;5.3;5.7;6.0;7.0;4.0;5.0;4.0;7.0;4.0;5.0;6.0;5.0;5.0;4.0;5.0;5.7;5.0;5.0;7.0
2020;159;5.0;3.0;2.0;2.0;3.0;2.0;3.0;3.0;3.0;7.0;5.0;4.5;4.0;5.0;4.0;4.0;4.0;4.0;4.0;5.7;6.0;6.0;7.0;5.0;6.3;3.3;3.0;5.0;2.0;3.3;3.0;5.0;2.0;2.6;4.0;2.0;2.0;1.0;4.0;3.0;3.0;3.0;3.0
2016;159;6.0;8.0;4.0;3.0;3.0;4.0;4.0;3.0;3.0;8.0;7.0;5.0;5.0;5.0;6.0;6.0;4.5;4.0;5.0;5.9;6.0;4.0;8.0;7.0;5.3;5.7;6.0;7.0;4.0;5.0;4.0;7.0;4.0;5.0;6.0;5.0;5.0;4.0;5.0;6.0;6.0;5.0;7.0
2022;159;5.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;7.0;5.0;4.5;4.0;5.0;3.0;3.0;4.0;4.0;4.0;6.1;7.0;5.0;8.0;5.0;6.6;2.7;3.0;3.0;2.0;3.3;3.0;5.0;2.0;2.4;3.0;2.0;2.0;1.0;4.0;2.3;2.0;2.0;3.0
2010;160;9.0;3.0;7.0;5.0;5.0;3.0;3.0;1.0;1.0;6.0;6.0;3.0;3.0;3.0;6.0;6.0;2.5;3.0;2.0;7.9;9.0;6.0;10.0;10.0;5.3;4.7;4.0;5.0;5.0;4.7;4.0;6.0;4.0;5.6;6.0;6.0;5.0;6.0;5.0;8.3;8.0;8.0;9.0
2018;160;7.0;7.0;8.0;5.0;5.0;7.0;7.0;1.0;1.0;8.0;4.0;3.0;3.0;3.0;6.0;6.0;2.0;3.0;1.0;7.7;9.0;5.0;10.0;10.0;5.3;5.3;5.0;6.0;5.0;5.0;4.0;7.0;4.0;6.4;7.0;7.0;7.0;5.0;6.0;8.0;7.0;8.0;9.0
2012;160;9.0;8.0;7.0;5.0;5.0;7.0;7.0;1.0;1.0;8.0;6.0;3.0;3.0;3.0;6.0;6.0;3.0;3.0;3.0;7.7;9.0;5.0;10.0;10.0;5.3;5.3;5.0;6.0;5.0;4.7;4.0;6.0;4.0;5.4;6.0;6.0;5.0;6.0;4.0;8.3;8.0;9.0;8.0
2014;160;9.0;7.0;8.0;5.0;5.0;7.0;7.0;1.0;1.0;8.0;6.0;3.0;3.0;3.0;5.0;5.0;2.5;3.0;2.0;7.7;9.0;5.0;10.0;10.0;5.3;5.3;5.0;6.0;5.0;5.3;4.0;7.0;5.0;6.4;7.0;7.0;7.0;6.0;5.0;8.7;8.0;9.0;9.0
2020;160;7.0;7.0;7.0;5.0;4.0;6.0;7.0;1.0;1.0;8.0;4.0;3.0;3.0;3.0;6.0;6.0;2.0;3.0;1.0;7.6;9.0;5.0;9.0;10.0;5.4;4.0;3.0;5.0;4.0;4.7;4.0;7.0;3.0;5.8;7.0;7.0;7.0;3.0;5.0;7.7;6.0;8.0;9.0
2016;160;9.0;7.0;8.0;5.0;5.0;7.0;8.0;1.0;1.0;8.0;5.0;3.0;3.0;3.0;6.0;6.0;2.5;3.0;2.0;7.7;9.0;5.0;10.0;10.0;5.1;5.3;5.0;6.0;5.0;5.0;4.0;7.0;4.0;6.4;7.0;7.0;7.0;6.0;5.0;8.3;7.0;9.0;9.0
2022;160;7.0;7.0;7.0;5.0;3.0;6.0;7.0;1.0;1.0;8.0;3.0;3.0;3.0;3.0;6.0;6.0;2.0;3.0;1.0;7.8;9.0;6.0;9.0;10.0;5.6;3.7;3.0;4.0;4.0;4.3;3.0;7.0;3.0;5.8;7.0;7.0;7.0;3.0;5.0;7.7;6.0;8.0;9.0
2010;161;5.0;2.0;6.0;6.0;4.0;2.0;2.0;2.0;2.0;7.0;7.0;4.0;4.0;4.0;7.0;7.0;3.5;3.0;4.0;7.1;8.0;8.0;8.0;7.0;5.4;4.3;4.0;4.0;5.0;4.0;4.0;5.0;3.0;5.4;6.0;6.0;5.0;4.0;6.0;7.7;7.0;8.0;8.0
2018;161;7.0;6.0;6.0;7.0;4.0;5.0;6.0;2.0;2.0;4.0;5.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;7.3;8.0;9.0;7.0;7.0;5.9;3.3;3.0;3.0;4.0;3.7;3.0;4.0;4.0;5.2;6.0;6.0;4.0;5.0;5.0;7.3;7.0;7.0;8.0
2012;161;5.0;2.0;7.0;7.0;5.0;3.0;3.0;2.0;2.0;6.0;6.0;4.0;4.0;4.0;6.0;6.0;3.0;3.0;3.0;7.0;8.0;8.0;8.0;8.0;5.3;4.3;4.0;4.0;5.0;4.3;4.0;5.0;4.0;5.4;6.0;6.0;4.0;5.0;6.0;7.3;7.0;7.0;8.0
2014;161;7.0;6.0;7.0;7.0;5.0;5.0;5.0;2.0;2.0;5.0;8.0;4.0;4.0;4.0;6.0;6.0;3.0;3.0;3.0;7.1;8.0;8.0;8.0;8.0;5.5;4.0;4.0;4.0;4.0;4.3;4.0;5.0;4.0;4.8;6.0;6.0;3.0;4.0;5.0;8.0;8.0;8.0;8.0
2020;161;7.0;7.0;6.0;7.0;4.0;5.0;6.0;2.0;2.0;4.0;5.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;7.1;8.0;9.0;7.0;7.0;5.8;3.3;3.0;3.0;4.0;3.3;3.0;3.0;4.0;4.6;6.0;6.0;3.0;4.0;4.0;6.0;6.0;6.0;6.0
