year;country_id;ranking_status_index;status_index;ranking_democracy_status;democracy_status;stateness;monopoly_on_the_use_of_force;state_identity;no_interference_of_religious_dogmas;basic_administration;political_participation;association_/_assembly_rights;freedom_of_expression;rule_of_law;civil_rights;stability_of_democratic_institutions;political_and_social_integration;party_system;interest_groups;approval_of_democracy;social_capital;ranking_economy_status;economy_status;organization_of_the_market_and_competition;market_organization;competition_policy;liberalization_of_foreign_trade;banking_system;monetary_and_fiscal_stability;private_property;property_rights;private_enterprise;ranking_governance_index;governance_index;civil_society_traditions;governance_performance;democracy_status_08;democracy_status_10;trend_democracy;economy_status_08;economy_status_10;trend_economy;governance_index_08;governance_index_10;trend_governance;state_failure;total;democracy/autocracy;status_index_score;status_index_category;status_index_status;democracy_status_score;democracy_status_category;democracy_status_status;economy_status_score;economy_status_category;economy_status_status;governance_index_score;governance_index_category;governance_index_status;level_of_difficulty_score;level_of_difficulty_category;level_of_difficulty_status;governance_performance_score;governance_performance_category;governance_performance_status
2016;141;13.0;8.09;12.0;8.6;9.0;10.0;9.0;8.0;9.0;8.8;9.0;7.0;8.3;8.0;9.5;7.5;8.0;8.0;9.0;5.0;19.0;7.57;8.5;9.0;7.0;9.0;9.0;8.0;8.0;8.0;8.0;15.0;6.74;4.0;8.04;8.55;8.6;0.05;7.68;7.57;-0.11;6.65;6.74;0.09;9.5;0.0;Dem.;8.09;2.0;Advanced;8.6;1.0;Democracy in consolidation;7.57;2.0;Advanced;6.74;2.0;Good;2.7;4.0;Minor;8.04;1.0;Excellent
2022;141;12.0;8.17;12.0;8.55;9.0;10.0;9.0;8.0;9.0;8.5;9.0;7.0;8.3;8.0;9.0;8.0;8.0;8.0;9.0;7.0;16.0;7.79;8.5;9.0;7.0;9.0;9.0;8.5;8.5;8.0;9.0;11.0;6.76;4.0;8.17;8.6;8.55;-0.05;7.93;7.79;-0.14;6.73;6.76;0.03;9.5;0.0;Dem.;8.17;2.0;Advanced;8.55;1.0;Democracies in consolidation;7.79;2.0;Advanced;6.76;2.0;Good;2.2;5.0;Negligible;8.17;1.0;Excellent
2010;143;33.0;7.09;35.0;7.25;8.3;6.0;9.0;10.0;8.0;7.8;8.0;7.0;6.3;6.0;7.5;6.5;8.0;7.0;6.0;5.0;30.0;6.93;8.0;7.0;7.0;10.0;8.0;9.0;7.5;7.0;8.0;36.0;5.9;4.0;6.85;7.45;7.25;-0.2;7.14;6.93;-0.21;5.81;5.9;0.09;7.0;0.0;Dem.;7.09;2.0;Advanced;7.25;2.0;Defective democracy;6.93;3.0;Limited;5.9;2.0;Good;3.8;4.0;Minor;6.85;2.0;Sound
2018;143;48.0;6.23;57.0;6.1;7.3;5.0;8.0;9.0;7.0;6.3;7.0;5.0;5.0;4.0;6.5;5.5;6.0;6.0;5.0;5.0;39.0;6.36;7.5;6.0;6.0;10.0;8.0;7.5;7.0;6.0;8.0;57.0;5.17;6.0;5.82;6.3;6.1;-0.2;6.5;6.36;-0.14;5.34;5.17;-0.17;6.0;0.0;Dem.;6.23;3.0;Limited;6.1;2.0;Defective democracy;6.36;3.0;Limited;5.17;3.0;Moderate;5.0;3.0;Moderate;5.82;3.0;Fair
2012;143;35.0;6.9;38.0;6.95;8.0;5.0;9.0;10.0;8.0;7.3;8.0;6.0;5.8;6.0;7.5;6.3;7.0;7.0;6.0;5.0;35.0;6.86;7.5;6.0;7.0;10.0;7.0;9.0;7.5;7.0;8.0;45.0;5.57;5.0;6.37;7.25;6.95;-0.3;6.93;6.86;-0.07;5.9;5.57;-0.34;6.5;0.0;Dem.;6.9;3.0;Limited;6.95;2.0;Defective democracy;6.86;3.0;Limited;5.57;3.0;Moderate;4.4;4.0;Minor;6.37;2.0;Sound
2014;143;33.0;6.85;40.0;6.8;7.8;5.0;8.0;10.0;8.0;7.0;8.0;6.0;5.8;6.0;7.0;6.5;8.0;7.0;6.0;5.0;31.0;6.89;7.8;6.0;7.0;10.0;8.0;9.0;7.5;7.0;8.0;45.0;5.64;5.0;6.42;6.95;6.8;-0.15;6.86;6.89;0.04;5.57;5.64;0.07;6.5;0.0;Dem.;6.85;3.0;Limited;6.8;2.0;Defective democracy;6.89;3.0;Limited;5.64;2.0;Good;4.5;3.0;Moderate;6.42;2.0;Sound
2020;143;50.0;6.2;59.0;6.05;7.0;5.0;8.0;8.0;7.0;6.3;7.0;5.0;5.0;4.0;6.5;5.5;6.0;6.0;5.0;5.0;40.0;6.36;7.5;6.0;6.0;10.0;8.0;7.5;7.0;6.0;8.0;65.0;5.02;6.0;5.65;6.1;6.05;-0.05;6.36;6.36;0.0;5.17;5.02;-0.15;6.0;0.0;Dem.;6.2;3.0;Limited;6.05;2.0;Defective democracies;6.36;3.0;Limited;5.02;3.0;Moderate;5.0;3.0;Moderate;5.65;3.0;Fair
2016;143;41.0;6.4;54.0;6.3;7.5;5.0;8.0;9.0;8.0;6.5;7.0;6.0;5.0;4.0;6.5;6.0;7.0;7.0;5.0;5.0;33.0;6.5;7.5;6.0;6.0;10.0;8.0;8.5;7.0;6.0;8.0;53.0;5.34;6.0;5.98;6.8;6.3;-0.5;6.89;6.5;-0.39;5.64;5.34;-0.3;6.5;0.0;Dem.;6.4;3.0;Limited;6.3;2.0;Defective democracy;6.5;3.0;Limited;5.34;3.0;Moderate;5.1;3.0;Moderate;5.98;3.0;Fair
2022;143;50.0;6.01;57.0;5.95;7.3;5.0;9.0;8.0;7.0;6.3;7.0;5.0;4.8;4.0;6.0;5.5;6.0;6.0;5.0;5.0;43.0;6.07;7.5;6.0;6.0;10.0;8.0;7.5;6.5;6.0;7.0;75.0;4.69;6.0;5.3;6.05;5.95;-0.1;6.36;6.07;-0.29;5.02;4.69;-0.33;6.0;0.0;Dem.;6.01;3.0;Limited;5.95;3.0;Highly defective democracies;6.07;3.0;Limited;4.69;3.0;Moderate;4.8;3.0;Moderate;5.3;3.0;Fair
2010;147;46.0;6.2;41.0;6.9;8.5;8.0;10.0;10.0;6.0;6.8;8.0;6.0;5.8;6.0;7.5;6.0;6.0;5.0;7.0;6.0;66.0;5.5;6.0;6.0;7.0;6.0;5.0;8.5;6.5;6.0;7.0;26.0;6.2;8.0;6.92;7.0;6.9;-0.1;5.5;5.5;0.0;6.12;6.2;0.07;7.0;0.0;Dem.;6.2;3.0;Limited;6.9;2.0;Defective democracy;5.5;3.0;Limited;6.2;2.0;Good;5.3;3.0;Moderate;6.92;2.0;Sound
2018;147;34.0;6.59;28.0;7.4;9.0;10.0;10.0;10.0;6.0;7.8;9.0;7.0;6.3;7.0;7.5;6.5;6.0;7.0;7.0;6.0;59.0;5.79;7.0;7.0;7.0;7.0;7.0;6.0;6.5;6.0;7.0;28.0;5.96;6.0;6.81;7.3;7.4;0.1;5.93;5.79;-0.14;5.83;5.96;0.13;8.0;0.0;Dem.;6.59;3.0;Limited;7.4;2.0;Defective democracy;5.79;3.0;Limited;5.96;2.0;Good;4.4;4.0;Minor;6.81;2.0;Sound
2012;147;50.0;6.09;39.0;6.85;8.3;9.0;10.0;9.0;5.0;6.8;8.0;6.0;6.0;7.0;7.0;6.3;6.0;6.0;7.0;6.0;71.0;5.32;6.3;5.0;7.0;7.0;6.0;7.5;6.0;5.0;7.0;33.0;5.92;7.0;6.58;6.9;6.85;-0.05;5.5;5.32;-0.18;6.2;5.92;-0.27;7.0;0.0;Dem.;6.09;3.0;Limited;6.85;2.0;Defective democracy;5.32;3.0;Limited;5.92;2.0;Good;5.5;3.0;Moderate;6.58;2.0;Sound
2014;147;40.0;6.47;34.0;7.15;8.5;9.0;10.0;10.0;5.0;7.3;8.0;6.0;6.3;7.0;7.5;6.3;6.0;6.0;7.0;6.0;59.0;5.79;6.5;5.0;7.0;7.0;7.0;8.0;6.0;5.0;7.0;25.0;6.24;7.0;7.0;6.85;7.15;0.3;5.32;5.79;0.46;5.92;6.24;0.32;7.0;0.0;Dem.;6.47;3.0;Limited;7.15;2.0;Defective democracy;5.79;3.0;Limited;6.24;2.0;Good;5.1;3.0;Moderate;7.0;2.0;Sound
2020;147;37.0;6.65;28.0;7.3;9.0;10.0;10.0;10.0;6.0;7.8;9.0;7.0;6.3;7.0;7.0;6.5;6.0;7.0;7.0;6.0;56.0;6.0;7.0;7.0;7.0;7.0;7.0;6.5;6.5;6.0;7.0;33.0;5.87;6.0;6.73;7.4;7.3;-0.1;5.79;6.0;0.21;5.96;5.87;-0.1;8.0;0.0;Dem.;6.65;3.0;Limited;7.3;2.0;Defective democracies;6.0;3.0;Limited;5.87;2.0;Good;4.2;4.0;Minor;6.73;2.0;Sound
2016;147;36.0;6.61;30.0;7.3;9.0;10.0;10.0;10.0;6.0;7.5;9.0;6.0;6.3;7.0;7.5;6.3;6.0;6.0;7.0;6.0;53.0;5.93;6.5;5.0;7.0;7.0;7.0;7.0;5.5;5.0;6.0;36.0;5.83;7.0;6.6;7.15;7.3;0.15;5.79;5.93;0.14;6.24;5.83;-0.41;8.0;0.0;Dem.;6.61;3.0;Limited;7.3;2.0;Defective democracy;5.93;3.0;Limited;5.83;2.0;Good;4.7;3.0;Moderate;6.6;2.0;Sound
2022;147;35.0;6.45;26.0;7.25;9.0;10.0;10.0;10.0;6.0;7.5;9.0;6.0;6.3;7.0;7.0;6.5;6.0;7.0;7.0;6.0;62.0;5.64;7.0;7.0;7.0;7.0;7.0;6.0;6.5;6.0;7.0;26.0;5.9;6.0;6.77;7.3;7.25;-0.05;6.0;5.64;-0.36;5.87;5.9;0.03;8.0;0.0;Dem.;6.45;3.0;Limited;7.25;2.0;Defective democracies;5.64;3.0;Limited;5.9;2.0;Good;4.2;4.0;Minor;6.77;2.0;Sound
2010;148;25.0;7.35;27.0;7.8;9.0;9.0;8.0;9.0;10.0;8.8;10.0;7.0;6.5;8.0;8.0;6.8;7.0;6.0;8.0;6.0;32.0;6.89;7.3;6.0;7.0;9.0;7.0;8.5;7.0;7.0;7.0;27.0;6.19;5.0;7.17;7.85;7.8;-0.05;6.71;6.89;0.18;6.16;6.19;0.04;9.5;0.0;Dem.;7.35;2.0;Advanced;7.8;2.0;Defective democracy;6.89;3.0;Limited;6.19;2.0;Good;3.9;4.0;Minor;7.17;2.0;Sound
2018;148;20.0;7.35;26.0;7.55;9.0;10.0;8.0;8.0;10.0;7.5;8.0;6.0;7.0;8.0;7.0;7.3;7.0;7.0;8.0;7.0;23.0;7.14;8.5;7.0;8.0;10.0;9.0;7.5;8.0;8.0;8.0;17.0;6.49;4.0;7.62;7.85;7.55;-0.3;7.11;7.14;0.04;6.46;6.49;0.03;10.0;0.0;Dem.;7.35;2.0;Advanced;7.55;2.0;Defective democracy;7.14;2.0;Advanced;6.49;2.0;Good;3.3;4.0;Minor;7.62;2.0;Sound
2012;148;27.0;7.28;29.0;7.6;8.8;9.0;8.0;8.0;10.0;8.0;9.0;6.0;6.5;8.0;8.0;6.8;7.0;6.0;8.0;6.0;31.0;6.96;7.3;6.0;7.0;9.0;7.0;8.0;8.0;8.0;8.0;26.0;6.17;5.0;7.2;7.8;7.6;-0.2;6.89;6.96;0.07;6.19;6.17;-0.02;9.5;0.0;Dem.;7.28;2.0;Advanced;7.6;2.0;Defective democracy;6.96;3.0;Limited;6.17;2.0;Good;3.6;4.0;Minor;7.2;2.0;Sound
2014;148;22.0;7.5;23.0;7.9;9.0;10.0;8.0;9.0;9.0;8.0;9.0;6.0;6.8;8.0;8.5;7.3;7.0;7.0;8.0;7.0;28.0;7.11;7.8;6.0;7.0;10.0;8.0;8.0;8.0;8.0;8.0;18.0;6.51;5.0;7.63;7.6;7.9;0.3;6.96;7.11;0.14;6.17;6.51;0.34;9.5;0.0;Dem.;7.5;2.0;Advanced;7.9;2.0;Defective democracy;7.11;2.0;Advanced;6.51;2.0;Good;3.4;4.0;Minor;7.63;2.0;Sound
2020;148;21.0;7.21;27.0;7.35;9.0;10.0;8.0;8.0;10.0;7.3;8.0;6.0;6.8;8.0;6.5;7.3;7.0;8.0;8.0;6.0;26.0;7.07;8.0;7.0;8.0;10.0;7.0;7.5;8.0;8.0;8.0;15.0;6.63;4.0;7.78;7.55;7.35;-0.2;7.14;7.07;-0.07;6.49;6.63;0.15;10.0;0.0;Dem.;7.21;2.0;Advanced;7.35;2.0;Defective democracies;7.07;2.0;Advanced;6.63;2.0;Good;3.4;4.0;Minor;7.78;2.0;Sound
2016;148;20.0;7.48;21.0;7.85;9.3;10.0;8.0;9.0;10.0;7.8;9.0;6.0;7.0;8.0;8.0;7.3;7.0;7.0;8.0;7.0;27.0;7.11;8.3;7.0;8.0;10.0;8.0;7.5;8.0;8.0;8.0;19.0;6.46;5.0;7.58;7.9;7.85;-0.05;7.11;7.11;0.0;6.51;6.46;-0.05;10.0;0.0;Dem.;7.48;2.0;Advanced;7.85;2.0;Defective democracy;7.11;2.0;Advanced;6.46;2.0;Good;3.3;4.0;Minor;7.58;2.0;Sound
2022;148;22.0;6.96;27.0;7.1;8.8;10.0;8.0;7.0;10.0;7.0;8.0;6.0;6.5;8.0;6.0;7.3;7.0;8.0;8.0;6.0;25.0;6.82;8.3;7.0;8.0;10.0;8.0;7.5;8.0;8.0;8.0;19.0;6.23;4.0;7.33;7.35;7.1;-0.25;7.07;6.82;-0.25;6.63;6.23;-0.4;10.0;0.0;Dem.;6.96;3.0;Limited;7.1;2.0;Defective democracies;6.82;3.0;Limited;6.23;2.0;Good;3.2;4.0;Minor;7.33;2.0;Sound
2010;150;98.0;4.47;95.0;4.05;6.8;8.0;7.0;6.0;6.0;3.5;4.0;5.0;4.0;6.0;2.0;4.0;3.0;4.0;;5.0;86.0;4.89;5.3;5.0;4.0;6.0;6.0;7.0;5.5;6.0;5.0;98.0;4.0;4.0;4.4;4.4;4.05;-0.35;4.89;4.89;0.0;4.6;4.0;-0.6;7.0;3.0;Aut.;4.47;4.0;Very limited;4.05;4.0;Moderate autocracy;4.89;4.0;Very limited;4.0;4.0;Weak;5.9;3.0;Moderate;4.4;4.0;Flawed
2018;150;90.0;4.61;93.0;3.8;6.8;8.0;7.0;6.0;6.0;3.0;4.0;3.0;3.3;5.0;2.0;4.0;4.0;4.0;;4.0;70.0;5.43;6.0;5.0;4.0;8.0;7.0;7.5;6.0;6.0;6.0;83.0;4.28;5.0;4.73;3.83;3.8;-0.03;5.36;5.43;0.07;4.37;4.28;-0.09;7.0;4.0;Aut.;4.61;4.0;Very limited;3.8;5.0;Hard-line autocracy;5.43;3.0;Limited;4.28;4.0;Weak;5.7;3.0;Moderate;4.73;4.0;Flawed
2012;150;94.0;4.5;98.0;3.9;6.8;8.0;7.0;6.0;6.0;3.3;4.0;4.0;3.5;6.0;2.0;4.0;3.0;4.0;;5.0;79.0;5.11;5.8;5.0;4.0;7.0;7.0;7.0;5.5;6.0;5.0;89.0;4.2;5.0;4.63;4.05;3.9;-0.15;4.89;5.11;0.21;4.0;4.2;0.2;7.0;3.0;Aut.;4.5;4.0;Very limited;3.9;5.0;Hard-line autocracy;5.11;3.0;Limited;4.2;4.0;Weak;5.8;3.0;Moderate;4.63;4.0;Flawed
2014;150;95.0;4.52;95.0;4.0;6.8;8.0;7.0;6.0;6.0;3.5;4.0;4.0;3.8;6.0;2.0;4.0;3.0;4.0;;5.0;79.0;5.04;6.3;6.0;4.0;8.0;7.0;7.0;6.0;6.0;6.0;80.0;4.52;5.0;4.97;3.9;4.0;0.1;5.11;5.04;-0.07;4.2;4.52;0.32;7.0;3.0;Aut.;4.52;4.0;Very limited;4.0;4.0;Moderate autocracy;5.04;3.0;Limited;4.52;3.0;Moderate;6.0;3.0;Moderate;4.97;4.0;Flawed
2020;150;94.0;4.7;104.0;3.68;6.8;8.0;7.0;6.0;6.0;2.8;3.0;3.0;3.3;5.0;2.0;3.7;3.0;4.0;;4.0;62.0;5.71;6.0;5.0;4.0;8.0;7.0;7.5;7.0;7.0;7.0;88.0;4.4;5.0;4.85;3.8;3.68;-0.12;5.43;5.71;0.29;4.28;4.4;0.12;7.0;5.0;Aut.;4.7;4.0;Very limited;3.68;5.0;Hard-line autocracies;5.71;3.0;Limited;4.4;3.0;Moderate;5.8;3.0;Moderate;4.85;4.0;Flawed
2016;150;94.0;4.6;93.0;3.83;6.8;8.0;7.0;6.0;6.0;3.5;4.0;4.0;3.3;5.0;2.0;3.7;3.0;4.0;;4.0;73.0;5.36;6.5;6.0;4.0;8.0;8.0;7.0;5.5;5.0;6.0;83.0;4.37;5.0;4.83;4.0;3.83;-0.17;5.04;5.36;0.32;4.52;4.37;-0.15;7.0;3.0;Aut.;4.6;4.0;Very limited;3.83;5.0;Hard-line autocracy;5.36;3.0;Limited;4.37;3.0;Moderate;5.7;3.0;Moderate;4.83;4.0;Flawed
2022;150;86.0;4.77;108.0;3.58;6.8;8.0;7.0;6.0;6.0;2.5;3.0;2.0;3.0;4.0;2.0;3.7;3.0;4.0;;4.0;47.0;5.96;6.8;5.0;5.0;8.0;9.0;7.5;7.0;8.0;6.0;69.0;4.84;6.0;5.35;3.68;3.58;-0.1;5.71;5.96;0.25;4.4;4.84;0.44;7.0;5.0;Aut.;4.77;4.0;Very limited;3.58;5.0;Hard-line autocracies;5.96;3.0;Limited;4.84;3.0;Moderate;5.7;3.0;Moderate;5.35;3.0;Fair
2010;151;63.0;5.71;50.0;6.35;7.8;7.0;9.0;9.0;6.0;7.0;7.0;6.0;5.3;6.0;6.5;5.3;5.0;4.0;7.0;5.0;79.0;5.07;5.0;5.0;3.0;6.0;6.0;7.0;5.5;5.0;6.0;50.0;5.55;7.0;5.93;6.55;6.35;-0.2;4.57;5.07;0.5;5.02;5.55;0.53;6.5;0.0;Dem.;5.71;3.0;Limited;6.35;2.0;Defective democracy;5.07;3.0;Limited;5.55;3.0;Moderate;7.1;2.0;Substantial;5.93;3.0;Fair
2018;151;95.0;4.31;83.0;4.48;7.0;5.0;9.0;9.0;5.0;4.8;5.0;5.0;3.0;3.0;3.0;4.7;6.0;3.0;;5.0;101.0;4.14;4.5;4.0;3.0;5.0;6.0;5.0;5.5;5.0;6.0;85.0;4.25;7.0;4.48;5.6;4.48;-1.12;4.86;4.14;-0.71;5.0;4.25;-0.75;5.0;3.0;Aut.;4.31;4.0;Very limited;4.48;4.0;Moderate autocracy;4.14;4.0;Very limited;4.25;4.0;Weak;7.7;2.0;Substantial;4.48;4.0;Flawed
2012;151;72.0;5.4;57.0;6.15;7.8;8.0;9.0;9.0;5.0;7.0;7.0;7.0;4.8;6.0;6.0;5.3;5.0;4.0;7.0;5.0;90.0;4.64;5.0;5.0;3.0;6.0;6.0;6.5;5.0;5.0;5.0;63.0;5.07;7.0;5.42;6.35;6.15;-0.2;5.07;4.64;-0.43;5.55;5.07;-0.48;6.5;0.0;Dem.;5.4;4.0;Very limited;6.15;2.0;Defective democracy;4.64;4.0;Very limited;5.07;3.0;Moderate;7.1;2.0;Substantial;5.42;3.0;Fair
2014;151;70.0;5.5;58.0;6.1;7.5;7.0;9.0;9.0;5.0;7.0;7.0;7.0;4.5;6.0;6.0;5.5;6.0;4.0;7.0;5.0;82.0;4.89;4.8;4.0;2.0;6.0;7.0;7.5;5.5;4.0;7.0;53.0;5.36;7.0;5.7;6.15;6.1;-0.05;4.64;4.89;0.25;5.07;5.36;0.29;6.0;0.0;Dem.;5.5;3.0;Limited;6.1;2.0;Defective democracy;4.89;4.0;Very limited;5.36;3.0;Moderate;7.3;2.0;Substantial;5.7;3.0;Fair
2020;151;101.0;4.24;86.0;4.48;7.0;5.0;9.0;9.0;5.0;4.8;4.0;4.0;3.0;3.0;3.0;4.7;6.0;3.0;;5.0;109.0;4.0;4.5;4.0;3.0;5.0;6.0;5.0;6.0;6.0;6.0;86.0;4.41;7.0;4.67;4.48;4.48;0.0;4.14;4.0;-0.14;4.25;4.41;0.16;5.0;2.0;Aut.;4.24;4.0;Very limited;4.48;4.0;Moderate autocracies;4.0;4.0;Very limited;4.41;3.0;Moderate;7.5;2.0;Substantial;4.67;4.0;Flawed
2016;151;74.0;5.23;66.0;5.6;7.5;6.0;9.0;9.0;6.0;6.3;6.0;6.0;4.3;5.0;5.5;4.5;6.0;3.0;4.0;5.0;83.0;4.86;5.0;5.0;4.0;5.0;6.0;7.5;5.5;5.0;6.0;64.0;5.0;7.0;5.33;6.1;5.6;-0.5;4.89;4.86;-0.04;5.36;5.0;-0.36;6.0;0.0;Dem.;5.23;4.0;Very limited;5.6;3.0;Highly defective democracy;4.86;4.0;Very limited;5.0;3.0;Moderate;7.2;2.0;Substantial;5.33;3.0;Fair
2022;151;105.0;4.11;89.0;4.18;7.0;5.0;9.0;9.0;5.0;3.5;4.0;4.0;2.8;3.0;3.0;4.7;6.0;3.0;;5.0;106.0;4.04;4.8;4.0;3.0;6.0;6.0;5.0;6.0;6.0;6.0;91.0;4.21;7.0;4.42;4.48;4.18;-0.3;4.0;4.04;0.04;4.41;4.21;-0.2;5.0;4.0;Aut.;4.11;4.0;Very limited;4.18;4.0;Moderate autocracies;4.04;4.0;Very limited;4.21;4.0;Weak;7.9;2.0;Substantial;4.42;4.0;Flawed
2010;152;127.0;1.59;127.0;1.72;4.3;4.0;3.0;8.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.3;1.0;1.0;;2.0;127.0;1.46;1.8;2.0;1.0;2.0;2.0;1.0;1.5;1.0;2.0;126.0;1.75;9.0;1.82;1.7;1.72;0.02;2.21;1.46;-0.75;1.79;1.75;-0.04;3.0;6.0;Aut.;1.59;5.0;Failed;1.72;5.0;Hard-line autocracy;1.46;5.0;Rudimentary;1.75;5.0;Failed;8.2;2.0;Substantial;1.82;5.0;Poor
2018;152;111.0;3.38;104.0;3.5;4.0;4.0;3.0;6.0;3.0;5.0;5.0;5.0;3.0;3.0;2.5;3.0;3.0;3.0;;3.0;114.0;3.25;3.3;3.0;3.0;4.0;3.0;3.5;2.5;2.0;3.0;92.0;3.97;8.0;4.13;3.2;3.5;0.3;2.75;3.25;0.5;4.2;3.97;-0.22;3.5;2.0;Aut.;3.38;5.0;Failed;3.5;5.0;Hard-line autocracy;3.25;4.0;Very limited;3.97;4.0;Weak;8.3;2.0;Substantial;4.13;4.0;Flawed
2012;152;127.0;1.7;127.0;1.93;4.3;4.0;3.0;8.0;2.0;1.8;2.0;1.0;1.0;1.0;1.0;1.7;2.0;1.0;;2.0;126.0;1.46;1.8;2.0;1.0;2.0;2.0;1.0;1.5;1.0;2.0;126.0;1.77;9.0;1.82;1.72;1.93;0.22;1.46;1.46;0.0;1.75;1.77;0.03;3.0;6.0;Aut.;1.7;5.0;Failed;1.93;5.0;Hard-line autocracy;1.46;5.0;Rudimentary;1.77;5.0;Failed;8.9;1.0;Massive;1.82;5.0;Poor
2014;152;125.0;2.57;119.0;3.0;4.0;4.0;3.0;7.0;2.0;4.0;4.0;5.0;2.0;1.0;2.0;3.0;3.0;3.0;;3.0;126.0;2.14;2.0;3.0;1.0;2.0;2.0;3.0;2.0;1.0;3.0;97.0;3.96;9.0;4.1;1.93;3.0;1.07;1.46;2.14;0.68;1.77;3.96;2.19;3.0;3.0;Aut.;2.57;5.0;Failed;3.0;5.0;Hard-line autocracy;2.14;5.0;Rudimentary;3.96;4.0;Weak;8.5;1.0;Massive;4.1;4.0;Flawed
2020;152;121.0;3.28;115.0;3.3;3.8;4.0;3.0;5.0;3.0;4.5;4.0;4.0;2.8;2.0;2.5;3.0;3.0;3.0;;3.0;120.0;3.25;3.3;3.0;3.0;4.0;3.0;3.5;2.5;2.0;3.0;107.0;3.59;8.0;3.73;3.5;3.3;-0.2;3.25;3.25;0.0;3.97;3.59;-0.38;3.5;2.0;Aut.;3.28;5.0;Failed;3.3;5.0;Hard-line autocracies;3.25;4.0;Very limited;3.59;4.0;Weak;8.3;2.0;Substantial;3.73;4.0;Flawed
2016;152;118.0;2.98;115.0;3.2;4.3;4.0;3.0;7.0;3.0;4.0;4.0;5.0;2.8;2.0;2.0;3.0;3.0;3.0;;3.0;122.0;2.75;2.3;3.0;2.0;2.0;2.0;3.0;2.0;1.0;3.0;89.0;4.2;9.0;4.35;3.0;3.2;0.2;2.14;2.75;0.61;3.96;4.2;0.23;3.5;3.0;Aut.;2.98;5.0;Failed;3.2;5.0;Hard-line autocracy;2.75;5.0;Rudimentary;4.2;4.0;Weak;8.4;2.0;Substantial;4.35;4.0;Flawed
2022;152;122.0;3.2;118.0;3.15;3.8;4.0;3.0;5.0;3.0;4.0;4.0;4.0;3.0;2.0;2.0;3.0;3.0;3.0;;3.0;118.0;3.25;3.3;3.0;3.0;4.0;3.0;4.0;3.0;3.0;3.0;110.0;3.53;8.0;3.68;3.3;3.15;-0.15;3.25;3.25;0.0;3.59;3.53;-0.06;3.5;2.0;Aut.;3.2;5.0;Failed;3.15;5.0;Hard-line autocracies;3.25;4.0;Very limited;3.53;4.0;Weak;8.1;2.0;Substantial;3.68;4.0;Flawed
2010;153;34.0;6.99;27.0;7.8;9.3;9.0;10.0;10.0;8.0;7.8;8.0;8.0;7.3;7.0;8.0;6.8;7.0;7.0;7.0;6.0;51.0;6.18;7.3;7.0;6.0;8.0;8.0;8.0;7.0;7.0;7.0;30.0;6.05;4.0;6.9;8.1;7.8;-0.3;6.54;6.18;-0.36;5.89;6.05;0.16;8.5;0.0;Dem.;6.99;3.0;Limited;7.8;2.0;Defective democracy;6.18;3.0;Limited;6.05;2.0;Good;4.5;3.0;Moderate;6.9;2.0;Sound
2018;153;37.0;6.5;27.0;7.5;8.0;9.0;8.0;9.0;6.0;8.5;8.0;8.0;6.8;7.0;7.5;6.8;7.0;7.0;7.0;6.0;68.0;5.5;7.0;6.0;5.0;8.0;9.0;7.0;6.0;6.0;6.0;47.0;5.49;4.0;6.23;7.75;7.5;-0.25;6.36;5.5;-0.86;6.15;5.49;-0.66;7.5;0.0;Dem.;6.5;3.0;Limited;7.5;2.0;Defective democracy;5.5;3.0;Limited;5.49;3.0;Moderate;4.6;3.0;Moderate;6.23;2.0;Sound
2012;153;32.0;6.99;25.0;7.7;8.5;9.0;9.0;9.0;7.0;8.5;9.0;9.0;7.3;7.0;8.0;6.3;7.0;6.0;6.0;6.0;46.0;6.29;7.5;7.0;6.0;8.0;9.0;8.0;7.5;8.0;7.0;31.0;6.03;4.0;6.87;7.8;7.7;-0.1;6.18;6.29;0.11;6.05;6.03;-0.02;8.0;0.0;Dem.;6.99;3.0;Limited;7.7;2.0;Defective democracy;6.29;3.0;Limited;6.03;2.0;Good;4.5;3.0;Moderate;6.87;2.0;Sound
2014;153;30.0;7.09;25.0;7.75;8.5;9.0;9.0;9.0;7.0;8.8;8.0;9.0;7.3;7.0;7.5;6.8;7.0;7.0;7.0;6.0;39.0;6.43;7.5;7.0;6.0;8.0;9.0;8.0;7.5;8.0;7.0;28.0;6.17;4.0;7.08;7.7;7.75;0.05;6.29;6.43;0.14;6.03;6.17;0.14;8.0;0.0;Dem.;7.09;2.0;Advanced;7.75;2.0;Defective democracy;6.43;3.0;Limited;6.17;2.0;Good;4.2;4.0;Minor;7.08;2.0;Sound
2020;153;41.0;6.46;24.0;7.5;8.3;10.0;8.0;9.0;6.0;8.5;8.0;8.0;6.8;7.0;7.5;6.5;7.0;7.0;7.0;5.0;72.0;5.43;7.5;6.0;7.0;8.0;9.0;6.5;6.5;7.0;6.0;62.0;5.15;4.0;5.85;7.5;7.5;0.0;5.5;5.43;-0.07;5.49;5.15;-0.34;8.0;0.0;Dem.;6.46;3.0;Limited;7.5;2.0;Defective democracies;5.43;3.0;Limited;5.15;3.0;Moderate;4.6;3.0;Moderate;5.85;3.0;Fair
